tenant_id,history_id,member_id,project_id,project_name,project_type,allocation_role,task_title,task_summary,total_logged_hours,skill_tags,completed_at,evidence_confidence,source,synced_at,source_version,embedding_text,embedding_source_hash
00000000-0000-0000-0000-000000000001,EMP-009-PRJ-002-api-integration-(frontend),EMP-009,PRJ-002,Energent AI (Data Platform),AI/ML Platform,FE,API integration (frontend),Wire UI to backend APIs and handle state,23,react|typescript|css|frontend|vite|accessibility|data-platform|ml-platform,2026-07-08T17:00:00.000Z,0.9,derived_pmo02,2026-08-07T23:59:59.000Z,pmo02-recommendation-mock-v1,API integration (frontend) | Wire UI to backend APIs and handle state | react|typescript|css|frontend|vite|accessibility|data-platform|ml-platform,d60bad8f892962f7fcc892221fd2894e8f0f804cb8ae59202cdedaa61d10f393
00000000-0000-0000-0000-000000000001,EMP-009-PRJ-002-cross-browser-qa-support,EMP-009,PRJ-002,Energent AI (Data Platform),AI/ML Platform,FE,Cross-browser QA support,Fix layout and behaviour issues across browsers,18.4,react|typescript|css|frontend|vite|accessibility|data-platform|ml-platform,2026-07-14T17:00:00.000Z,0.75,derived_pmo02,2026-08-07T23:59:59.000Z,pmo02-recommendation-mock-v1,Cross-browser QA support | Fix layout and behaviour issues across browsers | react|typescript|css|frontend|vite|accessibility|data-platform|ml-platform,153c854c0fa7a0ebb7cab528851ad84afc322197add006fe0151a47a6db0d17d
00000000-0000-0000-0000-000000000001,EMP-009-PRJ-002-performance-tuning,EMP-009,PRJ-002,Energent AI (Data Platform),AI/ML Platform,FE,Performance tuning,Optimize bundle size and render performance,13.8,react|typescript|css|frontend|vite|accessibility|data-platform|ml-platform,2026-07-02T17:00:00.000Z,0.75,derived_pmo02,2026-08-07T23:59:59.000Z,pmo02-recommendation-mock-v1,Performance tuning | Optimize bundle size and render performance | react|typescript|css|frontend|vite|accessibility|data-platform|ml-platform,b2aea33fe05e3dca882285c3218b70a0d7cadfa0f9155d8beba24f07e066097d
00000000-0000-0000-0000-000000000001,EMP-010-PRJ-001-automated-test-suite,EMP-010,PRJ-001,Project Orion (Core Banking),Software/Migration,QA,Automated test suite,Maintain API and UI automation scripts,49,test-automation|selenium|api-testing|regression-testing|jira|legacy-migration|core-banking,2026-06-29T17:00:00.000Z,0.9,derived_pmo02,2026-08-07T23:59:59.000Z,pmo02-recommendation-mock-v1,Automated test suite | Maintain API and UI automation scripts | test-automation|selenium|api-testing|regression-testing|jira|legacy-migration|core-banking,0fb7100b054e4e79f4711a153678d46cbb1fa12daf8df0762516f32bcef937ec
00000000-0000-0000-0000-000000000001,EMP-010-PRJ-001-test-case-design,EMP-010,PRJ-001,Project Orion (Core Banking),Software/Migration,QA,Test case design,Author functional and regression test cases,42,test-automation|selenium|api-testing|regression-testing|jira|legacy-migration|core-banking,2026-07-11T17:00:00.000Z,0.9,derived_pmo02,2026-08-07T23:59:59.000Z,pmo02-recommendation-mock-v1,Test case design | Author functional and regression test cases | test-automation|selenium|api-testing|regression-testing|jira|legacy-migration|core-banking,66a04ba16d0713c8803cef1bff1ab90a212a0af4bd98424cc948b6ddd4a0f4da
00000000-0000-0000-0000-000000000001,EMP-010-PRJ-002-automated-test-suite,EMP-010,PRJ-002,Energent AI (Data Platform),AI/ML Platform,QA,Automated test suite,Maintain API and UI automation scripts,40.6,test-automation|selenium|api-testing|regression-testing|jira|data-platform|ml-platform,2026-07-19T17:00:00.000Z,0.9,derived_pmo02,2026-08-07T23:59:59.000Z,pmo02-recommendation-mock-v1,Automated test suite | Maintain API and UI automation scripts | test-automation|selenium|api-testing|regression-testing|jira|data-platform|ml-platform,b63e6afa8d7e015857f22232153b5ef18c14c0d443e7ef036460bc88aba42628
00000000-0000-0000-0000-000000000001,EMP-010-PRJ-002-test-case-design,EMP-010,PRJ-002,Energent AI (Data Platform),AI/ML Platform,QA,Test case design,Author functional and regression test cases,34.8,test-automation|selenium|api-testing|regression-testing|jira|data-platform|ml-platform,2026-07-26T17:00:00.000Z,0.9,derived_pmo02,2026-08-07T23:59:59.000Z,pmo02-recommendation-mock-v1,Test case design | Author functional and regression test cases | test-automation|selenium|api-testing|regression-testing|jira|data-platform|ml-platform,ee5ed946aa2afd462db2e0fbe184519c3973eaac3b8fe27befe08b7bf19d010c
00000000-0000-0000-0000-000000000001,EMP-010-PRJ-001-release-regression,EMP-010,PRJ-001,Project Orion (Core Banking),Software/Migration,QA,Release regression,Execute regression cycles before release,28,test-automation|selenium|api-testing|regression-testing|jira|legacy-migration|core-banking,2026-07-05T17:00:00.000Z,0.9,derived_pmo02,2026-08-07T23:59:59.000Z,pmo02-recommendation-mock-v1,Release regression | Execute regression cycles before release | test-automation|selenium|api-testing|regression-testing|jira|legacy-migration|core-banking,e2b030d01c599de5df6bd0e7298c3d1a4de17d3a43a5a93a5822f0c8b21ce597
00000000-0000-0000-0000-000000000001,EMP-010-PRJ-002-release-regression,EMP-010,PRJ-002,Energent AI (Data Platform),AI/ML Platform,QA,Release regression,Execute regression cycles before release,23.2,test-automation|selenium|api-testing|regression-testing|jira|data-platform|ml-platform,2026-07-15T17:00:00.000Z,0.9,derived_pmo02,2026-08-07T23:59:59.000Z,pmo02-recommendation-mock-v1,Release regression | Execute regression cycles before release | test-automation|selenium|api-testing|regression-testing|jira|data-platform|ml-platform,eddcac39d44d0f72e5bbe7b6befe9094f85c6c2e3e012b1e0e08f8e5d4bc4bd4
00000000-0000-0000-0000-000000000001,EMP-010-PRJ-001-defect-triage,EMP-010,PRJ-001,Project Orion (Core Banking),Software/Migration,QA,Defect triage,"Log, reproduce, and verify fixed defects",21,test-automation|selenium|api-testing|regression-testing|jira|legacy-migration|core-banking,2026-07-02T17:00:00.000Z,0.9,derived_pmo02,2026-08-07T23:59:59.000Z,pmo02-recommendation-mock-v1,"Defect triage | Log, reproduce, and verify fixed defects | test-automation|selenium|api-testing|regression-testing|jira|legacy-migration|core-banking",e2f5d0d1f6c45b9d12b178c2cd46330167be139e032e0c8cfaf12776d5f23bdd
00000000-0000-0000-0000-000000000001,EMP-010-PRJ-002-defect-triage,EMP-010,PRJ-002,Energent AI (Data Platform),AI/ML Platform,QA,Defect triage,"Log, reproduce, and verify fixed defects",17.4,test-automation|selenium|api-testing|regression-testing|jira|data-platform|ml-platform,2026-07-11T17:00:00.000Z,0.75,derived_pmo02,2026-08-07T23:59:59.000Z,pmo02-recommendation-mock-v1,"Defect triage | Log, reproduce, and verify fixed defects | test-automation|selenium|api-testing|regression-testing|jira|data-platform|ml-platform",eb73aafffbce6d93aa129d6035c0583972698ee4211ec842b04bc6b411c19c69
00000000-0000-0000-0000-000000000001,EMP-103-PRJ-103-api-endpoint-implementation,EMP-103,PRJ-103,Project Lyra,Software/Migration,BE,API endpoint implementation,Build and test REST APIs for core services,73.1,java|spring-boot|rest-api|microservices|sql|postgresql|legacy-migration|core-banking,2026-07-25T17:00:00.000Z,0.9,derived_pmo02,2026-08-07T23:59:59.000Z,pmo02-recommendation-mock-v1,API endpoint implementation | Build and test REST APIs for core services | java|spring-boot|rest-api|microservices|sql|postgresql|legacy-migration|core-banking,f3e46ff853880de24c542f28e90a513c99e4c13d97536c56b713a8232ea1903b
00000000-0000-0000-0000-000000000001,EMP-103-PRJ-103-service-integration,EMP-103,PRJ-103,Project Lyra,Software/Migration,BE,Service integration,Integrate backend services with downstream systems,62.7,java|spring-boot|rest-api|microservices|sql|postgresql|legacy-migration|core-banking,2026-07-01T17:00:00.000Z,0.9,derived_pmo02,2026-08-07T23:59:59.000Z,pmo02-recommendation-mock-v1,Service integration | Integrate backend services with downstream systems | java|spring-boot|rest-api|microservices|sql|postgresql|legacy-migration|core-banking,3ae315390716319ab4ac8aafbd335b0bbcd4f670f08a71b134102cbb6098d9b6
00000000-0000-0000-0000-000000000001,EMP-103-PRJ-103-bug-fixes-&-code-review,EMP-103,PRJ-103,Project Lyra,Software/Migration,BE,Bug fixes & code review,Triage defects and review peer pull requests,41.8,java|spring-boot|rest-api|microservices|sql|postgresql|legacy-migration|core-banking,2026-07-14T17:00:00.000Z,0.9,derived_pmo02,2026-08-07T23:59:59.000Z,pmo02-recommendation-mock-v1,Bug fixes & code review | Triage defects and review peer pull requests | java|spring-boot|rest-api|microservices|sql|postgresql|legacy-migration|core-banking,086f2a097655dd51eb163a46b6a70859edcd425f18c115a8dbbdb34084d77c03
00000000-0000-0000-0000-000000000001,EMP-103-PRJ-103-database-migration-support,EMP-103,PRJ-103,Project Lyra,Software/Migration,BE,Database migration support,Support schema changes and data migration scripts,31.4,java|spring-boot|rest-api|microservices|sql|postgresql|legacy-migration|core-banking,2026-06-29T17:00:00.000Z,0.9,derived_pmo02,2026-08-07T23:59:59.000Z,pmo02-recommendation-mock-v1,Database migration support | Support schema changes and data migration scripts | java|spring-boot|rest-api|microservices|sql|postgresql|legacy-migration|core-banking,114c6e3d01d648ab7652b71b9559f6b5020164c6cbd98d4b541790555f0c0c71
00000000-0000-0000-0000-000000000001,EMP-104-PRJ-102-requirements-elicitation,EMP-104,PRJ-102,Project Vega,Software,BA,Requirements elicitation,Facilitate workshops and capture business needs,67,requirements|user-stories|process-modelling|stakeholder-mgmt|confluence|web-application|product-delivery,2026-07-01T17:00:00.000Z,0.9,derived_pmo02,2026-08-07T23:59:59.000Z,pmo02-recommendation-mock-v1,Requirements elicitation | Facilitate workshops and capture business needs | requirements|user-stories|process-modelling|stakeholder-mgmt|confluence|web-application|product-delivery,302d663220b45fce0312c9054fbbbebb93764733693e1ce4747edd720fb8a45a
00000000-0000-0000-0000-000000000001,EMP-104-PRJ-102-user-story-authoring,EMP-104,PRJ-102,Project Vega,Software,BA,User story authoring,Write acceptance criteria for delivery teams,57.5,requirements|user-stories|process-modelling|stakeholder-mgmt|confluence|web-application|product-delivery,2026-07-01T17:00:00.000Z,0.9,derived_pmo02,2026-08-07T23:59:59.000Z,pmo02-recommendation-mock-v1,User story authoring | Write acceptance criteria for delivery teams | requirements|user-stories|process-modelling|stakeholder-mgmt|confluence|web-application|product-delivery,c59484c27a905a13665670073c2f163da8596194fd82c1720921d09e8f148095
00000000-0000-0000-0000-000000000001,EMP-104-PRJ-102-process-mapping,EMP-104,PRJ-102,Project Vega,Software,BA,Process mapping,Document as-is and to-be process flows,38.3,requirements|user-stories|process-modelling|stakeholder-mgmt|confluence|web-application|product-delivery,2026-07-16T17:00:00.000Z,0.9,derived_pmo02,2026-08-07T23:59:59.000Z,pmo02-recommendation-mock-v1,Process mapping | Document as-is and to-be process flows | requirements|user-stories|process-modelling|stakeholder-mgmt|confluence|web-application|product-delivery,4d6db655178974bd9d9796f6e93522fad276b75497099e818c4d5d146fd59376
00000000-0000-0000-0000-000000000001,EMP-104-PRJ-102-uat-coordination,EMP-104,PRJ-102,Project Vega,Software,BA,UAT coordination,Support user acceptance testing and sign-off,28.7,requirements|user-stories|process-modelling|stakeholder-mgmt|confluence|web-application|product-delivery,2026-07-16T17:00:00.000Z,0.9,derived_pmo02,2026-08-07T23:59:59.000Z,pmo02-recommendation-mock-v1,UAT coordination | Support user acceptance testing and sign-off | requirements|user-stories|process-modelling|stakeholder-mgmt|confluence|web-application|product-delivery,2f3493828cc7b60a86c72cb37c8ff95578a2211dd347042df74b042744e85dc2
00000000-0000-0000-0000-000000000001,EMP-105-PRJ-106-ci/cd-pipeline-maintenance,EMP-105,PRJ-106,Project Helios,Software/Migration,DevOps,CI/CD pipeline maintenance,Keep build and deploy pipelines green,57.5,kubernetes|terraform|ci-cd|aws|monitoring|docker|legacy-migration|core-banking,2026-07-13T17:00:00.000Z,0.9,derived_pmo02,2026-08-07T23:59:59.000Z,pmo02-recommendation-mock-v1,CI/CD pipeline maintenance | Keep build and deploy pipelines green | kubernetes|terraform|ci-cd|aws|monitoring|docker|legacy-migration|core-banking,f5f72aa2182006e2bb002c8a6536e81ee60e7ac50774dfafab259ac1cbb18c77
00000000-0000-0000-0000-000000000001,EMP-105-PRJ-106-infrastructure-as-code,EMP-105,PRJ-106,Project Helios,Software/Migration,DevOps,Infrastructure as code,Manage Terraform modules and environment drift,57.5,kubernetes|terraform|ci-cd|aws|monitoring|docker|legacy-migration|core-banking,2026-07-28T17:00:00.000Z,0.9,derived_pmo02,2026-08-07T23:59:59.000Z,pmo02-recommendation-mock-v1,Infrastructure as code | Manage Terraform modules and environment drift | kubernetes|terraform|ci-cd|aws|monitoring|docker|legacy-migration|core-banking,d6b5576f52a8e124f6c9b6b459baa3fe509bab1248798f32d7913d421f55c959
00000000-0000-0000-0000-000000000001,EMP-105-PRJ-106-observability-&-alerting,EMP-105,PRJ-106,Project Helios,Software/Migration,DevOps,Observability & alerting,Configure dashboards and on-call alerts,38.3,kubernetes|terraform|ci-cd|aws|monitoring|docker|legacy-migration|core-banking,2026-07-25T17:00:00.000Z,0.9,derived_pmo02,2026-08-07T23:59:59.000Z,pmo02-recommendation-mock-v1,Observability & alerting | Configure dashboards and on-call alerts | kubernetes|terraform|ci-cd|aws|monitoring|docker|legacy-migration|core-banking,8d9c3c5120992c22d8b80b8f45072cf661d29dc49c7ea422298bb5f6a35182d5
00000000-0000-0000-0000-000000000001,EMP-105-PRJ-106-environment-provisioning,EMP-105,PRJ-106,Project Helios,Software/Migration,DevOps,Environment provisioning,Spin up and tear down non-prod environments,38.3,kubernetes|terraform|ci-cd|aws|monitoring|docker|legacy-migration|core-banking,2026-07-22T17:00:00.000Z,0.9,derived_pmo02,2026-08-07T23:59:59.000Z,pmo02-recommendation-mock-v1,Environment provisioning | Spin up and tear down non-prod environments | kubernetes|terraform|ci-cd|aws|monitoring|docker|legacy-migration|core-banking,78fd2ed23d3fa784d77b0f890a3577cdaa6661bfb9bbb4867cff8e4da3a7394e
00000000-0000-0000-0000-000000000001,EMP-106-PRJ-103-ui-component-development,EMP-106,PRJ-103,Project Lyra,Software/Migration,FE,UI component development,Implement reusable React components from designs,90.4,react|typescript|css|frontend|vite|accessibility|legacy-migration|core-banking,2026-07-01T17:00:00.000Z,0.9,derived_pmo02,2026-08-07T23:59:59.000Z,pmo02-recommendation-mock-v1,UI component development | Implement reusable React components from designs | react|typescript|css|frontend|vite|accessibility|legacy-migration|core-banking,5080c20a150be878bb6b0662dee15c68e80a0b7c7ca71f4f0bc79869e553c6d5
00000000-0000-0000-0000-000000000001,EMP-106-PRJ-103-api-integration-(frontend),EMP-106,PRJ-103,Project Lyra,Software/Migration,FE,API integration (frontend),Wire UI to backend APIs and handle state,56.5,react|typescript|css|frontend|vite|accessibility|legacy-migration|core-banking,2026-07-17T17:00:00.000Z,0.9,derived_pmo02,2026-08-07T23:59:59.000Z,pmo02-recommendation-mock-v1,API integration (frontend) | Wire UI to backend APIs and handle state | react|typescript|css|frontend|vite|accessibility|legacy-migration|core-banking,a99abb143bb1ac045d6eef0895a90bee44f6cfe805e18997abdb629d23e7f9e2
00000000-0000-0000-0000-000000000001,EMP-106-PRJ-103-cross-browser-qa-support,EMP-106,PRJ-103,Project Lyra,Software/Migration,FE,Cross-browser QA support,Fix layout and behaviour issues across browsers,45.2,react|typescript|css|frontend|vite|accessibility|legacy-migration|core-banking,2026-07-04T17:00:00.000Z,0.9,derived_pmo02,2026-08-07T23:59:59.000Z,pmo02-recommendation-mock-v1,Cross-browser QA support | Fix layout and behaviour issues across browsers | react|typescript|css|frontend|vite|accessibility|legacy-migration|core-banking,189f4585ec523ddcced4d8e43ddbfc02050d84821061751b47b9d0358746e778
00000000-0000-0000-0000-000000000001,EMP-106-PRJ-103-performance-tuning,EMP-106,PRJ-103,Project Lyra,Software/Migration,FE,Performance tuning,Optimize bundle size and render performance,33.9,react|typescript|css|frontend|vite|accessibility|legacy-migration|core-banking,2026-07-04T17:00:00.000Z,0.9,derived_pmo02,2026-08-07T23:59:59.000Z,pmo02-recommendation-mock-v1,Performance tuning | Optimize bundle size and render performance | react|typescript|css|frontend|vite|accessibility|legacy-migration|core-banking,6e230156ea76ed2521b8c5e69cedbbde96eafbbfb9369230111ea136d926215e
00000000-0000-0000-0000-000000000001,EMP-107-PRJ-102-etl-pipeline-development,EMP-107,PRJ-102,Project Vega,Software,DE,ETL pipeline development,Build batch and streaming data pipelines,42.8,python|spark|etl|data-pipeline|sql|airflow|web-application|product-delivery,2026-07-13T17:00:00.000Z,0.9,derived_pmo02,2026-08-07T23:59:59.000Z,pmo02-recommendation-mock-v1,ETL pipeline development | Build batch and streaming data pipelines | python|spark|etl|data-pipeline|sql|airflow|web-application|product-delivery,f5f5fcbacc677af558f76fdf06b00f0d2c6466b9878eb11c02fd130dc8bb94cd
00000000-0000-0000-0000-000000000001,EMP-107-PRJ-104-etl-pipeline-development,EMP-107,PRJ-104,Project Draco,Integration,DE,ETL pipeline development,Build batch and streaming data pipelines,38.2,python|spark|etl|data-pipeline|sql|airflow|api-integration|middleware,2026-07-06T17:00:00.000Z,0.9,derived_pmo02,2026-08-07T23:59:59.000Z,pmo02-recommendation-mock-v1,ETL pipeline development | Build batch and streaming data pipelines | python|spark|etl|data-pipeline|sql|airflow|api-integration|middleware,82b48fa8f57c1cda5883ccbff845f8a7f7dce64c3e89861b1d3acbbf8c04b883
00000000-0000-0000-0000-000000000001,EMP-107-PRJ-102-data-quality-checks,EMP-107,PRJ-102,Project Vega,Software,DE,Data quality checks,Validate source data and monitor pipeline SLAs,26.8,python|spark|etl|data-pipeline|sql|airflow|web-application|product-delivery,2026-07-21T17:00:00.000Z,0.9,derived_pmo02,2026-08-07T23:59:59.000Z,pmo02-recommendation-mock-v1,Data quality checks | Validate source data and monitor pipeline SLAs | python|spark|etl|data-pipeline|sql|airflow|web-application|product-delivery,fb31f3abb298f3a8dfb57b8f7687deab475cbba9887a8b6eb168abc2187626c4
00000000-0000-0000-0000-000000000001,EMP-107-PRJ-104-data-quality-checks,EMP-107,PRJ-104,Project Draco,Integration,DE,Data quality checks,Validate source data and monitor pipeline SLAs,23.9,python|spark|etl|data-pipeline|sql|airflow|api-integration|middleware,2026-07-25T17:00:00.000Z,0.9,derived_pmo02,2026-08-07T23:59:59.000Z,pmo02-recommendation-mock-v1,Data quality checks | Validate source data and monitor pipeline SLAs | python|spark|etl|data-pipeline|sql|airflow|api-integration|middleware,4dd85ce04c35322ff43a6ab0748b784609729e29c85bee5676ad55b8e6d81be6
00000000-0000-0000-0000-000000000001,EMP-107-PRJ-102-warehouse-modelling,EMP-107,PRJ-102,Project Vega,Software,DE,Warehouse modelling,Design staging and mart tables for analytics,21.4,python|spark|etl|data-pipeline|sql|airflow|web-application|product-delivery,2026-07-31T17:00:00.000Z,0.9,derived_pmo02,2026-08-07T23:59:59.000Z,pmo02-recommendation-mock-v1,Warehouse modelling | Design staging and mart tables for analytics | python|spark|etl|data-pipeline|sql|airflow|web-application|product-delivery,240208aa338e1707e22a400af23a19496c2401f245708f5676242efffb285871
00000000-0000-0000-0000-000000000001,EMP-107-PRJ-104-warehouse-modelling,EMP-107,PRJ-104,Project Draco,Integration,DE,Warehouse modelling,Design staging and mart tables for analytics,19.1,python|spark|etl|data-pipeline|sql|airflow|api-integration|middleware,2026-07-12T17:00:00.000Z,0.75,derived_pmo02,2026-08-07T23:59:59.000Z,pmo02-recommendation-mock-v1,Warehouse modelling | Design staging and mart tables for analytics | python|spark|etl|data-pipeline|sql|airflow|api-integration|middleware,761c31671e747d9e3d25727a62f1014f68738c0eb525a8dca2b6f41829cc96c5
00000000-0000-0000-0000-000000000001,EMP-107-PRJ-102-pipeline-operations,EMP-107,PRJ-102,Project Vega,Software,DE,Pipeline operations,On-call support and incident triage for data jobs,16.1,python|spark|etl|data-pipeline|sql|airflow|web-application|product-delivery,2026-07-13T17:00:00.000Z,0.75,derived_pmo02,2026-08-07T23:59:59.000Z,pmo02-recommendation-mock-v1,Pipeline operations | On-call support and incident triage for data jobs | python|spark|etl|data-pipeline|sql|airflow|web-application|product-delivery,6d0311a255e9d489dd82d82365219ade6f9ce409706d135bd89fbdff6781dc6b
00000000-0000-0000-0000-000000000001,EMP-107-PRJ-104-pipeline-operations,EMP-107,PRJ-104,Project Draco,Integration,DE,Pipeline operations,On-call support and incident triage for data jobs,14.3,python|spark|etl|data-pipeline|sql|airflow|api-integration|middleware,2026-07-02T17:00:00.000Z,0.75,derived_pmo02,2026-08-07T23:59:59.000Z,pmo02-recommendation-mock-v1,Pipeline operations | On-call support and incident triage for data jobs | python|spark|etl|data-pipeline|sql|airflow|api-integration|middleware,205b93a0605606d0516254f3f7ae05e1eaa31c7d4155da685fb88b2ae4b8e783
00000000-0000-0000-0000-000000000001,EMP-108-PRJ-102-ui-component-development,EMP-108,PRJ-102,Project Vega,Software,FE,UI component development,Implement reusable React components from designs,45.2,react|typescript|css|frontend|vite|accessibility|web-application|product-delivery,2026-07-12T17:00:00.000Z,0.9,derived_pmo02,2026-08-07T23:59:59.000Z,pmo02-recommendation-mock-v1,UI component development | Implement reusable React components from designs | react|typescript|css|frontend|vite|accessibility|web-application|product-delivery,7cbdaf00a0e3766130d3e02aa7e0a2c4d002c40707fb990674915e37646a2634
00000000-0000-0000-0000-000000000001,EMP-108-PRJ-103-ui-component-development,EMP-108,PRJ-103,Project Lyra,Software/Migration,FE,UI component development,Implement reusable React components from designs,34.8,react|typescript|css|frontend|vite|accessibility|legacy-migration|core-banking,2026-08-06T17:00:00.000Z,0.9,derived_pmo02,2026-08-07T23:59:59.000Z,pmo02-recommendation-mock-v1,UI component development | Implement reusable React components from designs | react|typescript|css|frontend|vite|accessibility|legacy-migration|core-banking,5080c20a150be878bb6b0662dee15c68e80a0b7c7ca71f4f0bc79869e553c6d5
00000000-0000-0000-0000-000000000001,EMP-108-PRJ-102-api-integration-(frontend),EMP-108,PRJ-102,Project Vega,Software,FE,API integration (frontend),Wire UI to backend APIs and handle state,28.3,react|typescript|css|frontend|vite|accessibility|web-application|product-delivery,2026-07-29T17:00:00.000Z,0.9,derived_pmo02,2026-08-07T23:59:59.000Z,pmo02-recommendation-mock-v1,API integration (frontend) | Wire UI to backend APIs and handle state | react|typescript|css|frontend|vite|accessibility|web-application|product-delivery,6efd2c9d9e86cf5ffc96ae2d9b0efdb4813dc79414a95031f6002a32474d2b1a
00000000-0000-0000-0000-000000000001,EMP-108-PRJ-102-cross-browser-qa-support,EMP-108,PRJ-102,Project Vega,Software,FE,Cross-browser QA support,Fix layout and behaviour issues across browsers,22.6,react|typescript|css|frontend|vite|accessibility|web-application|product-delivery,2026-07-04T17:00:00.000Z,0.9,derived_pmo02,2026-08-07T23:59:59.000Z,pmo02-recommendation-mock-v1,Cross-browser QA support | Fix layout and behaviour issues across browsers | react|typescript|css|frontend|vite|accessibility|web-application|product-delivery,2cb062b65b95f04fc3611c1052f19ec3f3a47e86bd016aac56875b7b33383f60
00000000-0000-0000-0000-000000000001,EMP-108-PRJ-103-api-integration-(frontend),EMP-108,PRJ-103,Project Lyra,Software/Migration,FE,API integration (frontend),Wire UI to backend APIs and handle state,21.8,react|typescript|css|frontend|vite|accessibility|legacy-migration|core-banking,2026-06-30T17:00:00.000Z,0.9,derived_pmo02,2026-08-07T23:59:59.000Z,pmo02-recommendation-mock-v1,API integration (frontend) | Wire UI to backend APIs and handle state | react|typescript|css|frontend|vite|accessibility|legacy-migration|core-banking,a99abb143bb1ac045d6eef0895a90bee44f6cfe805e18997abdb629d23e7f9e2
00000000-0000-0000-0000-000000000001,EMP-108-PRJ-103-cross-browser-qa-support,EMP-108,PRJ-103,Project Lyra,Software/Migration,FE,Cross-browser QA support,Fix layout and behaviour issues across browsers,17.4,react|typescript|css|frontend|vite|accessibility|legacy-migration|core-banking,2026-07-20T17:00:00.000Z,0.75,derived_pmo02,2026-08-07T23:59:59.000Z,pmo02-recommendation-mock-v1,Cross-browser QA support | Fix layout and behaviour issues across browsers | react|typescript|css|frontend|vite|accessibility|legacy-migration|core-banking,189f4585ec523ddcced4d8e43ddbfc02050d84821061751b47b9d0358746e778
00000000-0000-0000-0000-000000000001,EMP-108-PRJ-102-performance-tuning,EMP-108,PRJ-102,Project Vega,Software,FE,Performance tuning,Optimize bundle size and render performance,17,react|typescript|css|frontend|vite|accessibility|web-application|product-delivery,2026-08-06T17:00:00.000Z,0.75,derived_pmo02,2026-08-07T23:59:59.000Z,pmo02-recommendation-mock-v1,Performance tuning | Optimize bundle size and render performance | react|typescript|css|frontend|vite|accessibility|web-application|product-delivery,696c816585ff4f564d183fc87d710f0dfbe7bf1d37a6be47a540236e7f4533fa
00000000-0000-0000-0000-000000000001,EMP-108-PRJ-103-performance-tuning,EMP-108,PRJ-103,Project Lyra,Software/Migration,FE,Performance tuning,Optimize bundle size and render performance,13.1,react|typescript|css|frontend|vite|accessibility|legacy-migration|core-banking,2026-07-04T17:00:00.000Z,0.75,derived_pmo02,2026-08-07T23:59:59.000Z,pmo02-recommendation-mock-v1,Performance tuning | Optimize bundle size and render performance | react|typescript|css|frontend|vite|accessibility|legacy-migration|core-banking,6e230156ea76ed2521b8c5e69cedbbde96eafbbfb9369230111ea136d926215e
00000000-0000-0000-0000-000000000001,EMP-109-PRJ-108-ci/cd-pipeline-maintenance,EMP-109,PRJ-108,Project Zephyr,Data,DevOps,CI/CD pipeline maintenance,Keep build and deploy pipelines green,70.4,kubernetes|terraform|ci-cd|aws|monitoring|docker|data-engineering|reporting,2026-07-28T17:00:00.000Z,0.9,derived_pmo02,2026-08-07T23:59:59.000Z,pmo02-recommendation-mock-v1,CI/CD pipeline maintenance | Keep build and deploy pipelines green | kubernetes|terraform|ci-cd|aws|monitoring|docker|data-engineering|reporting,06f99e256be6eca2e741dbea9d051f13ec0aff0165f6b163ea219c23256bc853
00000000-0000-0000-0000-000000000001,EMP-109-PRJ-108-infrastructure-as-code,EMP-109,PRJ-108,Project Zephyr,Data,DevOps,Infrastructure as code,Manage Terraform modules and environment drift,70.4,kubernetes|terraform|ci-cd|aws|monitoring|docker|data-engineering|reporting,2026-07-30T17:00:00.000Z,0.9,derived_pmo02,2026-08-07T23:59:59.000Z,pmo02-recommendation-mock-v1,Infrastructure as code | Manage Terraform modules and environment drift | kubernetes|terraform|ci-cd|aws|monitoring|docker|data-engineering|reporting,45d0651262e07b52948546645ade29d7da03e14c39e767020e67b237cc3a3130
00000000-0000-0000-0000-000000000001,EMP-109-PRJ-108-observability-&-alerting,EMP-109,PRJ-108,Project Zephyr,Data,DevOps,Observability & alerting,Configure dashboards and on-call alerts,46.9,kubernetes|terraform|ci-cd|aws|monitoring|docker|data-engineering|reporting,2026-07-06T17:00:00.000Z,0.9,derived_pmo02,2026-08-07T23:59:59.000Z,pmo02-recommendation-mock-v1,Observability & alerting | Configure dashboards and on-call alerts | kubernetes|terraform|ci-cd|aws|monitoring|docker|data-engineering|reporting,53a16ae1daaf0f873fbce95279bf44b227e52667439fa253df933b2af1ce81aa
00000000-0000-0000-0000-000000000001,EMP-109-PRJ-108-environment-provisioning,EMP-109,PRJ-108,Project Zephyr,Data,DevOps,Environment provisioning,Spin up and tear down non-prod environments,46.9,kubernetes|terraform|ci-cd|aws|monitoring|docker|data-engineering|reporting,2026-08-05T17:00:00.000Z,0.9,derived_pmo02,2026-08-07T23:59:59.000Z,pmo02-recommendation-mock-v1,Environment provisioning | Spin up and tear down non-prod environments | kubernetes|terraform|ci-cd|aws|monitoring|docker|data-engineering|reporting,ac06a25c2608e10f88838da17fbd9f3fe25a5af2e96d3d9076aff2c8138ea06f
